user id,Clothing ID,Rating,composite_score,sentiment_score,merged_community,cleaned_review
gAAAAABnakMc0ZfHHXIuul-mCNIeDEZC1c4QrPLRst-1iZtJzruM4XE2xx_HUovlpQfbuibHud9zlLFnIANo4z7E_GcEpz4iYw==,gAAAAABnakMdqGY2DV-082HrKrfrOiQ6cBq91I68bB30qZW1a_Zg0faIrky8BRQV-GBIxq8_NI6-n-tyDdGHU5wlxWvBWsLKJw==,4,1.513650220632553,0.44807175,42,these shorts are really cute but i felt like they were a little too short for me so i ended up returning them and i purchased the dress by the same brand instead .
gAAAAABnakMcI4Jy921A0f9I7eM5sEeal16NAjqzamRI9qwuWvWOd0QClbpDeO9QIi_T4KKsvlZ6vcn7CERiRBQbNSZoGDd1rg==,gAAAAABnakMdjD7lwmzx-gzhfI-_TV8jnIxh_JTTtqGeuSELzjJ7L7Cl5hA1vFGm7ACBLOhDIw_9j24sy9Mup0vEZtPYKt1izg==,4,1.4307352125644683,0.32962173,43,"this sweater/tunic is lovely - soft , just enough structure in the top to not look like a sack , pretty color . i ordered the `` raspberry '' which is definitely more of a `` burnt orange-red '' to my eye . i understand what another reviewer was referring to regarding quality . the fabric just does n't feel very substantial or strong . i have a feeling this might not last too long and it 's a shame at this price point . i 'd love to order another color but will definitely wait for sale . it 's office appropriate an"
gAAAAABnakMbQWMkQnPhGEc5B9Sq3ToGkQjZkNGiGTQyPT61wO7epY1x6kmtdu7L7S6rtffP3gIR5_KT8zDY3BrsjoKX3XDNug==,gAAAAABnakMcnZ12Zpd7DIVrlkIOf7nUaMf-T2w4J2Z8w0z32ZK3jYLAw1nMeQ-D-GUaTIMUW9_1ElpWBE-OEXKdmNHuGgo9dQ==,5,1.8416471779346464,0.4880674,46,"this is a really great top . it looks fantastic on . while it is a bigger fit , its so flattering . i get tons of compliments every time i wear it ."
gAAAAABnakMcF-yv0ga6JJvNEVXCnFKP9ZT25uvPf0AMZHlnH77BETb_jcLENQSXz9253W2vrsw6lJ62exSUbCeXzNn3-6E9vQ==,gAAAAABnakMd7ypv7Bv4-AThf_RWNj83wTjd8ZqKI-NiueIyTDSoqXqLSXGMk8z6cREuzJw8s1xhrRo4X6fbPl6pswZ2V0icMw==,5,1.917230039834976,0.59604293,47,"this dress was hard for me to get on but once i did ... my oh my . i am quite top heavy including my upper arms and back , so forcing the waistband over my shoulders made me panic a bit . after the struggle , it fits like a glove and skims over all my yucky parts ! ca n't stop caressing the fabric and i hope my date ( aka the hubs ) feels the same . dress is not lined . i would 've liked a soft mesh type lining similar to what plenty uses . petite was sold out so i bought medium regular and it skims the"
gAAAAABnakMczmSlO-xiA8xmhXspzLjLswmiqq21o2Lwbdh0kc4LEXKkS89Z_R-uK7a7AKm8NBqpkcU80VVzMizRcfQ7tan0WA==,gAAAAABnakMdPsdjr0OYRv8Rysxm2EpTie_DeZi-GeTr093czNYKDKkqWgrrtgJFqPhJd7MW78vI6Nd_8c6BfmSOYhc5lSqXvg==,5,1.877815842628479,0.5397369,50,"i love this dress and am strongly considering buying the white , too , but i wish it came in another color other than white or black , because i would get that . goes great for nice dinners , dates , weddings , almost anything . it 's not ball-gown fancy , but just fitted and nice enough to wear for work or a nice evening out . only problem i have are with the clips in the front . i have a hard time using the loo because it is very fitted , you have to un clip them and then re-clip , but it 's worth the effort"
gAAAAABnakMcwhYmRmghpcfDOfQu3M1TSazLuof51vmb5eQOh1jhLOT6jgyXueAD-DUyoaax5t-Ga3uniiTT2Ap5IXA8oFeeEg==,gAAAAABnakMdxJxArhp5EWxyKxiMFxO0B7SH9CtWreZrjvmeCsRbvOHRktVu3_kvBWQrPEEHVtltAskbcVXE_cijDRBclx3qRw==,3,1.0977799385786056,0.28254277,51,"while the dress is pretty , it 's a lot more boring than it seems online . the box top is actually a completely separate piece , which is kind of neat - you can choose to remove it or not . the box top is very wide ( much wider than on the model ) and very unflattering ! also , the dress is a stiff silk fabric and does n't flow like you would think it would . returning it !"
gAAAAABnakMcJyAS6qStMFRRATwYoPfwuXLm-3fBoAaShLfQwC3GsA89jxTsVPf6Mx-zj5qqkOfZ4BRUkkV7hwUyzYMPDkQ0bA==,gAAAAABnakMdlbtiMKpR9nVSea7VRbg45hbH9RgzFUvP1Ev6aee27zOXzVDnnRuTN2NkINzb3I8OQB_1KKIneCazLQQkoSa8Rg==,5,1.7486789673566818,0.35525566,52,"i bought this in xl and it fits just as shown . i could size down to a l and it would still fit because there is a lot of flow to this top . so , if you want a more tailored , but loose fit , then size down . but , it is n't boxy . and , the deep v is sexy , but not immodest . and the pocket looks like silk , but it 's just polyester . the pleating in the back gives this movement or move-ability , like when you drive . there is n't much pull . it 's a thin light material and very cool for hot , humid summer"
gAAAAABnakMcVa6hMlk19cM9JBH5VmS5OirpTHVqx5oEvlqiGHAIDrnlbakUWgZZHwQhbWGkOO-7zw9dXkU5LarDoCRuk4RMNw==,gAAAAABnakMdlDr4dVCvdjbAKnxrZNF-32zSk_7xKHj6a28J7nfUhV1dFa1WXdRIhdbm4l_YLSzPTAsJl5xj7F3U2zxozQZGSg==,4,1.5518235385417938,0.5026051,55,"i tried this top on today because i was really hoping i could get the shorts and robe set . the shirt was softer than i was expecting , but when i tried it on it was an uncomfortable fit . there was some tightness in the armpit area , which is not where i would have expected it to be tight . the rest of it was comfortable and reasonable looseness so i do n't think a size up would have been a good option for me . i like the design a lot so i was really disappointed it did n't fit . it is between a lightwe"
gAAAAABnakMcVEoTg4jonIluu59eWhvSSlpu1AdL4XyEsk_0ArkhUIjR5ckllXW9PPv21awwTJ94LN1h5Ci_gBN2XX9cMpEiJw==,gAAAAABnakMcDq9_YW8wEBeUwyK6YuwVxhFMWvLFcBK5Y-zrFbFLRcPY5MxQmojZjZllqwce4MOEpEFiTxyHCtOmIoMcfnQSiw==,5,1.8901010751724243,0.5572873,56,i bought this dress for my bridal shower and it is perfect . the pattern is beautiful and very similar to the image shown online . the fabric is much lighter than i anticipated which is nice for spring/summer weather . i had to get the top altered slightly to better fit on top but it was a very easy alteration . i am normally a size 8 in dresses and found this to fit very true to size .
gAAAAABnakMcNPJB9H5_NZEbFzaltexJOPYrv2uID1aADyvbzsSU-fjXKOxVCjKde7RUpg38I1ckMtpDmXVx9Ny3YJ-W_3gHOQ==,gAAAAABnakMc7UlmzMuewfoa9BI8NVD9ouKS7-oO_IlUNRmZ0IxFdFQsqbpwWBrXeHAKB2DORaR0fIK96qwcUB1Q8FWFLXBsBA==,5,1.91197270154953,0.58853245,58,i have been looking for a cuddly yet nice looking sweater like this one for a long time . i love anther as they always deliver what i am looking for .
gAAAAABnakMcR40-wN8amPkJovGimHg7Kaa2S-jhDAAyRf3ERbVZtEeSFBH21kjwZ1dtZWULq1hQpQYxTkp0rldec4O58Ttk9w==,gAAAAABnakMd3dyXqdZzy_f7ZeIPRyJtgkoz5mmYHNt5rgpVjX-4aFGm5dMBLvk4RlCKP24wPofo558IuIq--E5OSA3yPPfDBA==,4,1.5325892388820648,0.4751275,60,"the print was what attracted me to this dress . and the material is soft and comfortable . however , the fit was all wrong for me . it had a great belt in the back , but hung very loosely in the front . it reminded me a little of some of my maternity dresses . maybe sizing down would have helped , but then i feared it would n't fit my hips right . this dress may look better on someone who is n't as curvy . it really looks great on the model , but not on me ."
gAAAAABnakMbNyiS82jLe5SSmLGQq7IuB3-mXxnTGE4aMVsFDpwm3Xuf38kIGVjLTcBM5EeH6FJrV2k7KbUYTlaPw5W18ol9ZA==,gAAAAABnakMcdD0R5F6tnv1alNQHdp6SExEigBLGKTuVqKqCrCpPhrE2sk-t5rjH-ff5VjhkFPPfEnEjVU2res2Q_CokKsI4bA==,1,0.7061319530010224,0.5801885,62,"i love this t-shirt because it has the combination of elegance and relazation to a `` t '' . it 's soft , pretty and covers my wide bottom well ."
gAAAAABnakMcow7Mt8d3KMvqY74zTQ2P0WzG0VaLYreMOijZ6UQsnFX57skC6wlxx-jURdxBaJrJiRvCNTpAsFc6iPYiHcuLMA==,gAAAAABnakMd-MQqXs9qybNTIFbfvsGiADgilv_a02nmLC4RpUOLo6aWVlyVk3gGNNt8_V0K9pBE98Oh98DM8y_fVu7z9_cF_w==,5,1.852635145187378,0.5037645,63,these jeans are very comfortable . i really like the high waist . just what i was looking for !
gAAAAABnakMc0YmCIIEjtrUl8ttsVhdBp3XP5_gFAatP7dNHGB03CRkHR-VVmAJpgz_fU-j44JTCtRUgTnitT3OVGbK9d_LIAw==,gAAAAABnakMdRsLvE5oIdI2opYJ-4lJvB1K0ccSFy0VAxGXsUbuRSf2nQkh-VL8Qvfq-PjVgKvQzEL_OOfDBUTNt6EvzZ_lWzQ==,5,1.925600618124008,0.6080009,66,"i purchased this top in the purple . it is much prettier in person then in the picture . the color is rich and vibrant . i am usually a large or xl but only needed the large in this top . the combination of fabrics is what makes this top special and the sheer bell sleeve really sets it off . i felt that it flowed perfectly , not as full as some of the fall retailer tops . ( which are too full for me . ) i am around 5 ' 6 '' and a little on the broad side , so perhaps on someone smaller it might be overbeari"
gAAAAABnakMcnQ2N8uWdhBm1x4LZBzNkLkHC8rQoQMVhp7kYACtjEHZYxZkGu5s8A8ZTGJiba46cd2mWea2xqlkL2HtL0bugJA==,gAAAAABnakMdNa-98ab02BQS-c4aaYhoAcq4bl8ASb6GEZJkRnkaOiDkhyKK0Qx70pL-KXdvc4AFTiHEg6ZNv8riImN7oPTD1g==,5,1.9623325169086456,0.660475,68,"i 'm so happy i purchased this cardigan ! ! every time i 've worn it i 've actually gotten compliments , from both women and men : ) i was slightly undecided at first due to it 's quite pricey , but i think the quality is amazing and the pattern will actually last a long time as a keeper , not just a quick trend ! ! i 'm so happy i snagged it before it ran out ! ! \ i have quite muscular upper arms , and the medium fits me well . the sleeves do have some give in them , and even though i 'm also broad across my shoul"
gAAAAABnakMc62oSi9RVxFf85AkDaQpnJvJO-o8b2-2CR_Uc2SUKwVlq0delcIlEB0a2VMQeL_qHsZBfmwMt0sA7xiyUs9bu5g==,gAAAAABnakMceLjClVIyJ1sEwChUf94Aq9tQ9cJhlsvW4JmWSm9tasX5etJIkkFDm0EqsRg3NdbDbyE__H5Vys1979l0yjmFvQ==,5,1.8400550782680511,0.485793,3,
gAAAAABnakMcSFIWgn-KCQDu8aYawh33s0SqWgOE5pTskEdViwWRYL5ORSLrzdbsM1ytQOu5sBuINneGZ9I6Hz3gz6Z-eb2LjQ==,gAAAAABnakMd_ZHQtJxG16hObJkPmLzfnum6QHTcj48JrzcWDwspueH3ct0vF37bFvxitkjw1X_j6A17qeKnERLSGV9le0pK2Q==,4,1.4849672436714172,0.4070961,4,"i think the shirt is supposed to be a relaxed fit , but i could have definitely gone down a size"
gAAAAABnakMbOm7vemtJUEln_hN5uarkMZNItxudyeg_yQdZwBj_82nAei2NLkVQOnrOWxpym_apqtBiHtRvgYzU1s8eZKt3hw==,gAAAAABnakMcZ7sOttuNkEODi118L04W6Ztu2MxbC0t-1E3jsbzeB5iqM5_jP_yB6U1iKWyO4-ZvovB2YDjtDK8lFi9tyE-p3w==,4,1.5578982949256897,0.5112833,71,i read the previous comments and was skeptical . i love the dress ! it 's fitted on the top and flowy on the bottom . i did n't find it too big or maternity on the bottom half . the print is really pretty with flecks of blue that brightened up the dress .
gAAAAABnakMbv3IVBZ6T8C9P6qP95brizN4Mva0H-x0WvoC2qSV1lOxMpXyJ34Ooj-Msq-XF8AljYyoubNClugkOqcLAKXH2Qg==,gAAAAABnakMcaU5IscPg2NlcVJWZ-M_RMIXLbUG5ZsVXprpRYep6pGvJU81IKhZ2N3DxeGfHu6Pe5wtA6jVRZyQKoBXMY4tlFw==,5,1.882685661315918,0.5466938,72,adorable soft top for the fall ! i wanted to love it because of the colors and the fact that it is so retro ! it was just way too big for me . i 'm always a medium but in this i probably should have sized down . i still gave it 5 stars because it is so cute -- just did n't fit me ! sadly i will be returning this !
gAAAAABnakMbhMTHoRimz1sEnJcRubxfD9_6qt55QGUjK1hCKC8G4niTzQq1Tf67H1t7P1YHgJnVWI6gwQ--OHldRSuahybG8w==,gAAAAABnakMcMRWjPLrXinUCbuZgO3sXLfm7qE3O1Zo26bNwaS3e07l9s0abSmqP-Uwjz6L2GovEBRwSpIne4HkMKwgJJiJZmg==,3,1.218844228982925,0.45549175,74,i received this in the mail and it looked beautiful but the zipper was broken just like one of the other reviews . normally i would just exchange but i do n't know if it 's worth getting another broken one .
gAAAAABnakMcVO9OEn5ZJ5V8RyZXVoP0QpJ74GUT1zF1PqTS0x3VNQbPbogtxd8b_Oier1ywcWPoO3gHLoBQxQ1joL-pWRKQHw==,gAAAAABnakMdfaI0eIw99czYhGbH0QE6aT1tWJfDYFWNdXX32twHP75inBMdRR4ZTD-2--rr6R_ntss3kgsUsK8hU8UQYxfEPQ==,3,1.2427595198154449,0.48965648,75,this dress needs such a specific body type but that 's not to say it is n't for everyone . this dress is lovely but it 's a dress that you need to try on in multiple sizes to figure out which will fit . i tried this in three different sizes to find the fit it was supposed to be . i had to size up and go to petite size . i do vary between 6 and 8 and this one i ended up getting an 8p . this dress is lovely but it is a trial and error dress so do n't get discouraged if you have to size up it will look love
gAAAAABnakMc8sZei6GXlz-b3Swp9MXh6Gy0IuuEP-5KYXHb8NBcpRjhDNCSOaUi8d0360XY1Cr9J7P5vwp6KE46-fUU7mHJIQ==,gAAAAABnakMdZnHQern4thIMt09_Lxq5bqA5FK1eIWV7zO3sZUfThqk0KBzulhgSokAubCwSyvK68SJabKYwe0bsojDmJqkPPA==,5,1.831143170595169,0.47306168,78,"wow , this sweater is , as other reviewers have said , perfect weight and the colors are vibrant and will work well with fall colors ! i 'm 5'11 '' so i 'm always hoping the length works and in this case it does ! i am very happy with this !"
gAAAAABnakMb2bmI9xymlGBGjI5pVGKxc9SjBWfk-N7cIAxx7jT6nWcxvQVGNuO5i41a5fFcNbnR62ZW5ENGWcHpawfqdL8d4g==,gAAAAABnakMcDta-vUd5aqD5C0KVmIipB3jmLEOVBBF43ozUr4yIVJ80bgWW8pTVdfoWxeK3j616YAaEa7BWw810ykGoz8bZkw==,5,1.9200265109539032,0.6000379,79,"i purchased an xl and am 5 ' 8 '' tall . the pants fall near the ankle just like the pic . i plan to wash on my gentle washing machine cycle . the texture fabric print will pair well with any printed tops you choose . these lounge pants are great for everyday wear especially for errands in town . so much better a choice than yoga pants which to me look ridiculous when wore in public . so ladies , please leave your yoga pants for the gym and treat yourself to these casual , comfortable pants . i have two pairs"
